gender,country,city,age,brand,department,category,target
M,Brasil,Oeiras,44.0,J.B. Icelandic (Extreme Cold Activity),Men,Socks,0
F,Germany,Schmallenberg,13.0,Hudson,Women,Jeans,0
M,China,Chengdu,47.0,Hot Topic;Merch Makers;Gregg Homme,Men;Men;Men,Jeans;Tops & Tees;Underwear,1
F,United States,Eden Prairie,60.0,PAIGE,Women,Jeans,1
F,United States,Philadelphia,53.0,Sutton Studio,Women,Blazers & Jackets,0
M,United Kingdom,Peterborough,59.0,Champion;Timberland;The Little Alpaca's House;Famous Stars and Straps;Nautica;Pendleton;Burnside;Acura,Men;Men;Men;Men;Men;Men;Men;Men,Active;Accessories;Sweaters;Fashion Hoodies & Sweatshirts;Fashion Hoodies & Sweatshirts;Tops & Tees;Swim;Sleep & Lounge,0
M,United States,San Diego,15.0,Nautica;Beach Rays;RVCA;Daniel Buchler,Men;Men;Men;Men,Outerwear & Coats;Swim;Tops & Tees;Sleep & Lounge,0
F,Germany,Pfullingen,49.0,Hurley;Softies by Paddi Murphy;New Balance,Women;Women;Women,Fashion Hoodies & Sweatshirts;Sleep & Lounge;Tops & Tees,0
F,United Kingdom,Bury,19.0,Lindy Bop,Women,Dresses,0
F,China,Xingtai,58.0,LOCOMO Leggings,Women,Leggings,0
F,China,Shanghai,15.0,Levi's,Women,Jeans,0
F,Brasil,Nova Odessa,49.0,Life Is Good,Women,Fashion Hoodies & Sweatshirts,0
F,Spain,El Pino,54.0,Champion,Women,Active,0
F,United States,Portland,61.0,Aqua,Women,Blazers & Jackets,0
F,United States,Gilbert,52.0,Hello Kitty;Dockers;ian Leino Design;Lucky Brand,Women;Women;Women;Women,Sleep & Lounge;Shorts;Tops & Tees;Sweaters,0
F,United Kingdom,London,49.0,Tabi Socks,Women,Socks & Hosiery,0
F,South Korea,Gwangju City,60.0,Allegra K;Lee;Not Your Daughter's Jeans,Women;Women;Women,Shorts;Shorts;Jeans,0
M,United States,Conroe,16.0,IZOD;Hanes,Men;Men,Outerwear & Coats;Sleep & Lounge,0
F,United States,Conroe,59.0,Allegra K;Aris A,Women;Women,Blazers & Jackets;Blazers & Jackets,0
F,Poland,Bogatynia,58.0,Lucky Brand;Hold Your Haunches;Calvin Klein,Women;Women;Women,Tops & Tees;Leggings;Sleep & Lounge,0
F,China,Xiamen,27.0,Star Vixen,Women,Dresses,1
M,United States,Houston,37.0,Duofold,Men,Underwear,0
M,China,Chengdu,28.0,VANCL;Ed Garments,Men;Men,Sweaters;Shorts,0
F,United States,Las Vegas,54.0,Sock It To Me;Guide Gear;Signiture;Oscar de la Renta;Vx Intimate Inc;Lamaze;Maria Rosa,Women;Women;Women;Women;Women;Women;Women,Plus;Sleep & Lounge;Tops & Tees;Intimates;Intimates;Intimates;Plus,0
F,United States,Warrensburg,39.0,Anna-Kaci;DL1961,Women;Women,Shorts;Shorts,0
F,Japan,Tokyo,30.0,Allegra K;Jockey,Women;Women,Maternity;Sleep & Lounge,1
F,United States,Midland,44.0,Not Your Daughter's Jeans,Women,Jeans,0
M,China,Suzhou,51.0,Union Jeans;Kenneth Cole REACTION,Men;Men,Fashion Hoodies & Sweatshirts;Outerwear & Coats,0
F,China,Fangchenggang,67.0,Ella Moss;Fashion Forms;Beach Joy,Women;Women;Women,Blazers & Jackets;Intimates;Swim,0
M,Spain,Madrid,45.0,Bravado,Men,Fashion Hoodies & Sweatshirts,0
M,China,Zhanjiang,47.0,The Savile Row Company,Men,Pants,0
F,China,Longyan,38.0,Miraclesuit,Women,Swim,0
F,United States,Kamilche,27.0,Allegra K,Women,Fashion Hoodies & Sweatshirts,0
F,Brasil,Eunápolis,28.0,Aquapro;U.S. Polo Assn.,Women;Women,Accessories;Sweaters,0
M,United States,New Carrollton,55.0,Calvin Klein,Men,Suits & Sport Coats,0
F,Australia,Sydney,23.0,HoodieBuddie;Vanity Fair;Playtex;Maidenform,Women;Women;Women;Women,Fashion Hoodies & Sweatshirts;Intimates;Intimates;Intimates,0
F,United States,Kearny,38.0,Allegra K,Women,Blazers & Jackets,0
M,United States,Hawthorne,62.0,Diesel;Wigwam;Port Authority;CARRAIG DONN KNITWEAR,Men;Men;Men;Men,Jeans;Socks;Tops & Tees;Sweaters,0
M,China,Dongguan,17.0,French Connection,Men,Tops & Tees,1
M,United States,Burbank,69.0,Ralph Lauren;Diesel;Tri-Mountain,Men;Men;Men,Pants;Outerwear & Coats;Active,0
M,China,Baotou,32.0,Mavi,Men,Jeans,0
F,United States,Parsippany-Troy Hills,23.0,Eberjey;Ilusion,Women;Women,Intimates;Intimates,0
M,France,Mouliets-et-Villemartin,29.0,Modus Vivendi;Carhartt,Men;Men,Underwear;Jeans,0
M,Australia,Sydney,68.0,Nautica;Carhartt;Calvin Klein;Minus33 Merino Wool;Hanes,Men;Men;Men;Men;Men,Jeans;Jeans;Pants;Active;Sleep & Lounge,0
F,China,Changsha,64.0,Gold Toe;Not Your Daughter's Jeans,Women;Women,Socks & Hosiery;Jeans,0
F,China,Shiyan,45.0,Woman Within;Medela;Celeste,Women;Women;Women,Jeans;Maternity;Intimates,0
M,United States,Kankakee,61.0,Calvin Klein Jeans,Men,Tops & Tees,1
F,China,Handan,39.0,Juicy Couture;Allegra K;Linda Hartman;Body Wrap,Women;Women;Women;Women,Fashion Hoodies & Sweatshirts;Jumpsuits & Rompers;Intimates;Intimates,0
M,China,Quanzhou,38.0,Ralph Lauren,Men,Outerwear & Coats,0
F,United States,Kannapolis,63.0,Corset-story;Miraclesuit;Jack,Women;Women;Women,Intimates;Swim;Outerwear & Coats,0
F,Japan,Fukuoka City,36.0,I-pink;SmartWool,Women;Women,Intimates;Socks & Hosiery,1
F,China,Lan'Zhou,45.0,Trina Turk;American Apparel,Women;Women,Pants & Capris;Skirts,0
M,United Kingdom,Armagh,53.0,Cashmere Boutique;Dockers,Men;Men,Sweaters;Pants,0
M,China,Qingdao,13.0,Union;Xtreme Couture;Diesel;Dockers;Carhartt,Men;Men;Men;Men;Men,Shorts;Jeans;Jeans;Pants;Sweaters,0
F,United States,Livermore,13.0,Berkshire,Women,Socks & Hosiery,1
M,United States,Herndon,31.0,Billabong;Oak Hill,Men;Men,Fashion Hoodies & Sweatshirts;Sweaters,0
F,China,Dongguan,47.0,eVogues Apparel;Barely There;Allegra K;Sons Of Anarchy,Women;Women;Women;Women,Skirts;Intimates;Tops & Tees;Tops & Tees,1
F,Brasil,Simões Filho,49.0,Sock It To Me;Beach Joy,Women;Women,Plus;Swim,0
M,China,Nanjing,28.0,Kenneth Cole;Psycho Bunny,Men;Men,Jeans;Sweaters,0
M,Brasil,Santa Inês,45.0,Dickies,Men,Pants,0
F,France,Châtellerault,59.0,Tommy Hilfiger;Joes Jeans,Women;Women,Sleep & Lounge;Jeans,0
M,South Korea,Seoul,42.0,Bear Grylls;Element;American Apparel,Men;Men;Men,Active;Active;Sweaters,0
F,China,Suzhou,19.0,Allegra K;BCBGeneration,Women;Women,Tops & Tees;Dresses,0
M,China,Foshan,67.0,Columbia;Burnside,Men;Men,Accessories;Shorts,0
M,Spain,Altea,69.0,Original Penguin,Men,Accessories,0
M,China,Hangzhou,20.0,Calvin Klein,Men,Suits & Sport Coats,0
M,South Korea,Incheon Metropolitan City,17.0,Hart Schaffner Marx;Diesel,Men;Men,Suits & Sport Coats;Sleep & Lounge,0
F,United Kingdom,Warrington,66.0,Roxy,Women,Swim,0
F,United Kingdom,Liverpool,53.0,FineBrandShop,Women,Skirts,0
M,United States,Selma,29.0,Nautica,Men,Socks,0
F,United States,Bethesda,34.0,Jezebel,Women,Intimates,0
F,Brasil,Morro do Chapéu,57.0,Braza;Adrianna Papell,Women;Women,Intimates;Dresses,0
M,Germany,Butzbach,56.0,Big Feet Pajama Co.,Men,Sleep & Lounge,0
M,Brasil,Capão Novo,70.0,Grenade;Quiksilver,Men;Men,Fashion Hoodies & Sweatshirts;Shorts,0
F,United States,San Jose,13.0,Mountain Hardwear,Women,Outerwear & Coats,0
F,South Korea,Busan,19.0,Alki'i;Fox;Pashmina;Wacoal;Playtex,Women;Women;Women;Women;Women,Swim;Pants & Capris;Accessories;Intimates;Intimates,0
F,Spain,Sanlúcar la Mayor,43.0,Rafaella,Women,Pants & Capris,0
F,Belgium,Sint-Jans-Molenbeek,43.0,Gold Toe,Women,Active,0
F,United States,Channelview,49.0,Velrose;Joes Jeans;Zulu LAX;White Orchid;Lee;Michael Stars,Women;Women;Women;Women;Women;Women,Plus;Jeans;Socks & Hosiery;Sleep & Lounge;Pants & Capris;Tops & Tees,0
M,China,Hefei,53.0,FOXFIRE;Calvin Klein;Alfani,Men;Men;Men,Sleep & Lounge;Tops & Tees;Sweaters,1
F,China,Liaoyang,15.0,True Religion;Miraclesuit;Calvin Klein,Women;Women;Women,Fashion Hoodies & Sweatshirts;Maternity;Sleep & Lounge,0
F,China,Huizhou,43.0,Lov to Sleep,Women,Sleep & Lounge,0
M,Brasil,Macaúbas,13.0,Fox;7 Diamonds,Men;Men,Fashion Hoodies & Sweatshirts;Tops & Tees,0
F,China,Neijiang,42.0,Kristen Blake;Levi's;Volcom;Carol Wright Gifts;2b by bebe,Women;Women;Women;Women;Women,Outerwear & Coats;Outerwear & Coats;Fashion Hoodies & Sweatshirts;Sleep & Lounge;Outerwear & Coats,0
F,China,Tonghua,25.0,SleepytimePjs;Motherhood Maternity,Women;Women,Sleep & Lounge;Maternity,0
F,Japan,Tokyo,50.0,Allegra K;Motherhood Maternity;Canada Goose;Intimates Boutique;Palmetto Fundraising,Women;Women;Women;Women;Women,Fashion Hoodies & Sweatshirts;Maternity;Outerwear & Coats;Intimates;Socks & Hosiery,1
M,United States,Hamilton,24.0,Jockey,Men,Sleep & Lounge,0
F,Japan,Saitama City,64.0,Collection XIIX;Allegra K;Speedo,Women;Women;Women,Plus;Leggings;Swim,0
M,China,Luohe,66.0,Russell Athletic;Club Room;J.C. Rags,Men;Men;Men,Active;Suits & Sport Coats;Pants,0
F,China,Nanchang,57.0,Miraclebody;Rebecca Minkoff;Orvis;Hot Topic;True Religion;Anna-Kaci,Women;Women;Women;Women;Women;Women,Leggings;Blazers & Jackets;Pants & Capris;Shorts;Shorts;Skirts,0
M,United States,Columbus,57.0,Enyce;Alexander Del Rossa;SwypeGloves;CTM;Nautica,Men;Men;Men;Men;Men,Outerwear & Coats;Sleep & Lounge;Accessories;Accessories;Sweaters,0
F,China,Dongguan,38.0,Activewear Apparel;Levi's,Women;Women,Fashion Hoodies & Sweatshirts;Jeans,0
F,China,Fuzhou,49.0,Eva Franco,Women,Skirts,0
M,Brasil,Curralinho,35.0,Carhartt;TrendsBlue,Men;Men,Outerwear & Coats;Accessories,0
F,China,Chengdu,46.0,PLATINUM INTIMATES,Women,Intimates,0
F,United Kingdom,Swindon,17.0,Maidenform,Women,Maternity,0
F,China,Suihua,69.0,Motherhood Maternity;Cuddl Duds;Alki'i;Evan Picone;Joe Browns;Allegra K;Casual Moments,Women;Women;Women;Women;Women;Women;Women,Intimates;Active;Dresses;Suits;Fashion Hoodies & Sweatshirts;Tops & Tees;Sleep & Lounge,0
F,Germany,Mülheim an der Ruhr,51.0,Alex Evenings;Kenneth Cole;Motherhood Maternity;Columbia,Women;Women;Women;Women,Blazers & Jackets;Accessories;Maternity;Pants & Capris,0
F,United States,Chicago,42.0,Ray-Ban,Women,Plus,0
F,China,Beijing,46.0,Danskin;Glamorise;AxParis,Women;Women;Women,Active;Intimates;Leggings,0
F,Brasil,Natal,15.0,Calvin Klein,Women,Intimates,0
F,China,Shan Tou,29.0,Fancee Free;Anne Klein;Carole Hochman,Women;Women;Women,Maternity;Blazers & Jackets;Sleep & Lounge,0
M,South Korea,Cheonan City,19.0,Champion;7 For All Mankind,Men;Men,Active;Jeans,0
F,China,Benxi,59.0,Comfort Choice,Women,Intimates,0
F,China,Shijiazhuang,34.0,Briggs;French Connection,Women;Women,Pants & Capris;Blazers & Jackets,0
M,China,Shanghai,69.0,K. Bell,Men,Socks,0
F,China,Chongqing,35.0,Annalee + Hope;Southpole;Ice;Marc by Marc Jacobs,Women;Women;Women;Women,Tops & Tees;Fashion Hoodies & Sweatshirts;Suits;Pants & Capris,0
M,United States,Moore,70.0,Gary Majdell Sport,Men,Swim,0
M,China,Wuhan,21.0,Diesel;Buffalo by David Bitton,Men;Men,Underwear;Jeans,0
M,China,Taiyuan,70.0,Alpinestars,Men,Swim,0
M,United Kingdom,South Elmsall,33.0,Hanes;Comfort Colors;Intimo,Men;Men;Men,Tops & Tees;Tops & Tees;Sleep & Lounge,0
M,United States,Lincoln,64.0,Sesame Street,Men,Sleep & Lounge,0
M,United Kingdom,Hastings,17.0,Buffalo by David Bitton,Men,Jeans,1
F,Germany,Filderstadt,54.0,NEFF,Women,Fashion Hoodies & Sweatshirts,0
M,China,Qingdao,68.0,Jockey,Men,Tops & Tees,0
M,Japan,Miyoshi city,56.0,Toddland,Men,Sweaters,0
F,China,Urumqi,47.0,A. Byer,Women,Tops & Tees,0
M,China,Guangzhou,17.0,Carhartt;Ecko Unltd.;Calvin Klein,Men;Men;Men,Active;Sweaters;Underwear,0
F,China,Chongqing,35.0,Marshal,Women,Plus,1
F,Brasil,Capão Novo,34.0,laundry by SHELLI SEGAL;VIVILLI,Women;Women,Outerwear & Coats;Intimates,0
M,Poland,Schwedt/Oder,51.0,Calvin Klein;G-Star;Tommy Bahama;Quiksilver,Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Outerwear & Coats;Sweaters;Shorts,0
M,China,Anyang,65.0,Quiksilver;Fox,Men;Men,Swim;Accessories,0
F,China,Beijing,16.0,Vanity Fair,Women,Intimates,0
M,China,Wuhan,12.0,Savane;Duofold;Timberland,Men;Men;Men,Pants;Underwear;Accessories,0
F,China,Shan Tou,56.0,2b by bebe;Funfash;Billabong,Women;Women;Women,Dresses;Dresses;Fashion Hoodies & Sweatshirts,0
M,South Korea,Gimhae City,16.0,PACT;Hanes;CARRAIG DONN KNITWEAR,Men;Men;Men,Socks;Underwear;Sweaters,1
M,France,Elne,39.0,Ralph Lauren;Wolverine,Men;Men,Tops & Tees;Underwear,0
F,Germany,Donaueschingen,58.0,Lee;WARMEN,Women;Women,Pants & Capris;Accessories,0
M,Brasil,Januária,47.0,True Religion;Wrangler,Men;Men,Tops & Tees;Tops & Tees,1
M,Brasil,Marialva,31.0,Quiksilver;Wrangler;Fruit of the Loom;Abini,Men;Men;Men;Men,Swim;Jeans;Underwear;Suits & Sport Coats,0
M,South Korea,Yongin City,53.0,Quiksilver,Men,Tops & Tees,0
F,China,Fuxin,39.0,HUE;LOTUSTRADERS;Juicy Couture;Sofie,Women;Women;Women;Women,Socks & Hosiery;Jumpsuits & Rompers;Fashion Hoodies & Sweatshirts;Sweaters,1
F,France,Clamart,24.0,Life Is Good;Carol Wright Gifts;bebe,Women;Women;Women,Active;Active;Fashion Hoodies & Sweatshirts,0
F,China,Baotou,64.0,Fashion Victim,Women,Sweaters,0
M,United States,Fort Collins,66.0,Volcom,Men,Shorts,0
M,China,Baoding,42.0,Allegra K,Men,Suits & Sport Coats,0
M,United States,Bolingbrook,34.0,Bella;Wrangler;Comfort Zone,Men;Men;Men,Socks;Shorts;Sleep & Lounge,0
M,United States,Jonesboro,42.0,Champion,Men,Active,0
F,United Kingdom,Ardleigh,38.0,Calvin Klein Jeans;Alfred Dunner;Charles River Apparel,Women;Women;Women,Pants & Capris;Pants & Capris;Fashion Hoodies & Sweatshirts,0
M,South Korea,Seoul,36.0,Port & Company,Men,Tops & Tees,0
M,South Korea,Seoul,56.0,Chaps;MK underwear;Harley-Davidson;Dickies,Men;Men;Men;Men,Tops & Tees;Underwear;Tops & Tees;Outerwear & Coats,1
F,United States,Rosaryville,54.0,TYR,Women,Swim,0
M,South Korea,Uijeongbuxi,36.0,RVCA;Harley-Davidson;Diesel;IZOD,Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Tops & Tees;Jeans;Swim,0
F,China,Shenzhen,59.0,Allegra K;Corset-story;French Connection;Fruit of the Loom,Women;Women;Women;Women,Blazers & Jackets;Intimates;Jumpsuits & Rompers;Intimates,0
F,Brasil,Esperantina,27.0,Hudson,Women,Jeans,0
M,Germany,Magdeburg,33.0,Tommy Hilfiger;Ray-Ban;Oakley,Men;Men;Men,Tops & Tees;Accessories;Accessories,0
M,Spain,Lucena,16.0,CEP Compression Socks,Men,Socks,0
M,China,Shenzhen,63.0,Marcoliani Milano,Men,Socks,0
F,France,Saint-Mandé,58.0,Fashion Forms,Women,Intimates,0
M,Brasil,Campinas,54.0,Alternative;Tommy Hilfiger,Men;Men,Tops & Tees;Suits & Sport Coats,0
F,Spain,Logroño,33.0,Olga;Hurley,Women;Women,Plus;Fashion Hoodies & Sweatshirts,0
F,China,Chengdu,27.0,Symphony Designs,Women,Plus,1
M,China,Zhenjiang,13.0,Enro;Alpinestars,Men;Men,Pants;Fashion Hoodies & Sweatshirts,1
F,Australia,Melbourne,59.0,Cuddl Duds;Capelli New York;Levi's;Kensie;Karen Kane;Pratt and Hart;Icebreaker,Women;Women;Women;Women;Women;Women;Women,Active;Leggings;Jeans;Outerwear & Coats;Leggings;Accessories;Dresses,0
F,United States,Lawnton,66.0,Casual Moments,Women,Sleep & Lounge,0
M,China,Bai Mountain,70.0,Rip Curl,Men,Swim,1
M,Brasil,Mauriti,33.0,12XLShop Inc.,Men,Fashion Hoodies & Sweatshirts,0
M,Germany,Maintal,54.0,Rufskin;Volcom,Men;Men,Swim;Pants,0
F,United States,Glendale,39.0,Allegra K;Allegra K;Hot from Hollywood;Sympli,Women;Women;Women;Women,Jumpsuits & Rompers;Jumpsuits & Rompers;Dresses;Pants & Capris,0
F,Brasil,Escada,60.0,tasc Performance;Levi's;Cpanty;Thorlo,Women;Women;Women;Women,Active;Jeans;Maternity;Active,0
M,Germany,Merzig,42.0,Isotoner;Calvin Klein,Men;Men,Accessories;Underwear,1
M,China,Beijing,20.0,Harley-Davidson;Tokyo Five Brand,Men;Men,Tops & Tees;Pants,1
F,China,Qingdao,62.0,Braza;Life Is Good;NA;Maple Clothing;Hanes;Allegra K;Allegra K,Women;Women;Women;Women;Women;Women;Women,Intimates;Active;Tops & Tees;Skirts;Socks & Hosiery;Outerwear & Coats;Shorts,0
F,Brasil,Indaial,34.0,LissKiss,Women,Socks & Hosiery,0
F,China,Chongqing,49.0,Fruit of the Loom,Women,Plus,0
F,China,Beijing,21.0,Allegra K;Calvin Klein Performance;Affliction;High Style;prAna;Allegra K;Calvin Klein Jeans;Allegra K,Women;Women;Women;Women;Women;Women;Women;Women,Dresses;Active;Jeans;Tops & Tees;Active;Skirts;Pants & Capris;Blazers & Jackets,0
M,China,Southeast Miao Dai Autonomous Prefecture,49.0,Nautica,Men,Sleep & Lounge,0
M,Germany,Euskirchen,31.0,Ezekiel;PUMA;JeansXL;Kenneth Cole New York;Good Devil;Spa & Resort;Tru-Spec;Axis,Men;Men;Men;Men;Men;Men;Men;Men,Pants;Active;Fashion Hoodies & Sweatshirts;Shorts;Underwear;Sleep & Lounge;Outerwear & Coats;Shorts,0
M,United States,Merrillville,41.0,Wrangler,Men,Shorts,0
M,United States,Oshkosh,24.0,Columbia,Men,Pants,0
F,South Korea,Paju City,51.0,525 America,Women,Blazers & Jackets,0
F,Japan,Tokyo,24.0,La Leela;LeggingsQueen;Calvin Klein Jeans,Women;Women;Women,Swim;Leggings;Sweaters,0
F,Brasil,São Paulo,48.0,Majestic International;Woman Within;Isotoner,Women;Women;Women,Sleep & Lounge;Plus;Accessories,0
F,United Kingdom,Wembley,56.0,Calvin Klein;Three Seasons Maternity;Booty Pop;FineBrandShop,Women;Women;Women;Women,Intimates;Maternity;Intimates;Tops & Tees,0
M,United States,Louisville,36.0,Darn Tough,Men,Socks,1
F,Japan,Ube,40.0,Samanthas Style Shoppe;Style & Co.;LOTUSTRADERS;SK Hat shop;MAXSTUDIO,Women;Women;Women;Women;Women,Pants & Capris;Shorts;Blazers & Jackets;Accessories;Leggings,0
F,China,Shangrao,41.0,Fappac;eVogues Apparel;Suit Studio,Women;Women;Women,Sweaters;Plus;Suits,0
M,South Korea,Asan City,12.0,Jockey,Men,Underwear,0
F,South Korea,Seoul,35.0,Levi's,Women,Jeans,0
M,China,Suzhou,66.0,Calvin Klein,Men,Pants,0
F,Brasil,Mafra,16.0,Sanctuary,Women,Shorts,0
M,Spain,Valladolid,48.0,Mountain Hardwear;Icebreaker,Men;Men,Outerwear & Coats;Active,0
M,Brasil,Brasília,55.0,ECCO,Men,Socks,0
M,United States,Marietta,18.0,Elan,Men,Swim,0
F,China,Shanghai,26.0,Impact Fitness,Women,Maternity,0
M,China,Foshan,58.0,FITS Sock Company,Men,Socks,0
F,United States,Moreno Valley,32.0,PAIGE,Women,Jeans,0
F,China,Jinhua,69.0,Yelete,Women,Leggings,0
M,Germany,München,47.0,Ray-Ban,Men,Accessories,0
F,China,Wenzhou,22.0,Sentiments,Women,Sleep & Lounge,0
F,France,Fréjus,31.0,Gold Toe,Women,Active,0
F,China,Zhangzhou,12.0,Nanette Lepore;True Religion;Woman Within;What Katie Did;Elomi;Ripe Maternity,Women;Women;Women;Women;Women;Women,Swim;Jeans;Skirts;Intimates;Maternity;Maternity,1
M,China,Nanjing,64.0,French Connection,Men,Outerwear & Coats,0
F,Brasil,Ibirité,26.0,Danny & Nicole,Women,Suits,0
M,United States,Spokane,52.0,Sport-Tek;Carhartt;Polo Ralph Lauren;Dickies,Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Tops & Tees;Shorts;Pants,0
F,China,Weifang,62.0,2b by bebe,Women,Skirts,0
M,Brasil,Medicilândia,41.0,Carhartt;Paul Fredrick;GUESS;Tuga,Men;Men;Men;Men,Outerwear & Coats;Sweaters;Jeans;Swim,0
F,Japan,Tokyo,47.0,Sheridyn Swim;Hollister;Soho Girls;FineBrandShop,Women;Women;Women;Women,Swim;Skirts;Leggings;Outerwear & Coats,0
M,Brasil,Rio Preto da Eva,44.0,SmartWool,Men,Socks,0
F,Spain,Arcos de la Frontera,28.0,Ozone;Beauty and the Beach Blue Label;Kiyonna;Soho Girls;Eddie Bauer;Panache,Women;Women;Women;Women;Women;Women,Plus;Swim;Dresses;Leggings;Sweaters;Tops & Tees,1
M,China,Anyang,16.0,Cloudveil;Columbia,Men;Men,Pants;Outerwear & Coats,1
M,Brasil,Valença,63.0,7 Diamonds;Levi's;No Fear;Buffalo by David Bitton;Ozone,Men;Men;Men;Men;Men,Outerwear & Coats;Jeans;Jeans;Jeans;Socks,0
M,South Korea,Seogwipo City,56.0,Burnside,Men,Shorts,0
F,China,Ezhou,29.0,KY INTERNATIONAL;Guide Gear;Prom21;adidas,Women;Women;Women;Women,Tops & Tees;Outerwear & Coats;Dresses;Active,0
F,United States,Midlothian,50.0,Ozone,Women,Plus,0
F,China,Huludao,15.0,Roamans;adidas;Allegra K,Women;Women;Women,Sleep & Lounge;Active;Blazers & Jackets,0
M,China,Shijiazhuang,49.0,Port Authority,Men,Outerwear & Coats,0
F,Spain,Guillena,12.0,Magic Suit,Women,Maternity,1
M,Brasil,Lauro de Freitas,60.0,Imaginary Foundation,Men,Fashion Hoodies & Sweatshirts,0
M,China,Shanghai,28.0,Diamond Chain,Men,Fashion Hoodies & Sweatshirts,0
M,Spain,Toledo,68.0,Calvin Klein,Men,Underwear,0
F,China,Chengdu,28.0,HUE,Women,Socks & Hosiery,0
F,United States,Lawrence,49.0,Robert Rodriguez;FineBrandShop,Women;Women,Dresses;Sweaters,0
F,China,Ganzhou,60.0,Fruit of the Loom;Revolt Jeans,Women;Women,Intimates;Shorts,0
M,Brasil,Duque de Caxias,56.0,Speedo;Thorlo,Men;Men,Swim;Active,0
M,China,Shaoguan,12.0,Allegra K,Men,Pants,0
M,China,Qujing,15.0,Ted Baker,Men,Sweaters,0
F,China,Zhangzhou,16.0,Two Dog Island,Women,Fashion Hoodies & Sweatshirts,0
F,China,Wuhan,57.0,Danny & Nicole,Women,Clothing Sets,0
F,Japan,Kawasaki City,46.0,Port Authority;PacSun;Hanes;Laura,Women;Women;Women;Women,Tops & Tees;Fashion Hoodies & Sweatshirts;Socks & Hosiery;Intimates,0
M,South Korea,Seoul,42.0,Lucky Brand,Men,Jeans,1
F,United States,Grand Prairie,50.0,Artwedding;Hot from Hollywood;Kenneth Cole REACTION,Women;Women;Women,Intimates;Swim;Accessories,0
F,China,Quanzhou,15.0,Laura,Women,Intimates,0
F,United States,Wheaton-Glenmont,22.0,Hatley;Bella,Women;Women,Sleep & Lounge;Tops & Tees,0
M,Brasil,Bom Jesus da Lapa,44.0,Royal Silk,Men,Underwear,0
F,China,Shangrao,36.0,Eliza J;Juicy Couture;Calvin Klein,Women;Women;Women,Dresses;Jumpsuits & Rompers;Intimates,0
F,China,Anyang,35.0,Mountain Hardwear,Women,Outerwear & Coats,0
F,China,Lan'Zhou,34.0,Oscar de la Renta;Maidenform;Champion;Bikinimo Swimwear;Bali;Pony;Cloudveil;Luxury Divas;Levi's,Women;Women;Women;Women;Women;Women;Women;Women;Women,Intimates;Intimates;Active;Swim;Intimates;Active;Shorts;Socks & Hosiery;Jeans,0
M,United States,Surprise,47.0,Dickies,Men,Jeans,1
M,Germany,Krefeld,31.0,DreamSacks;Marc Ecko Cut & Sew;Perry Ellis;Craghoppers,Men;Men;Men;Men,Sleep & Lounge;Tops & Tees;Pants;Outerwear & Coats,0
M,China,Fuzhou,43.0,Rudsak;Isotoner;Oscar de la Renta,Men;Men;Men,Underwear;Accessories;Sweaters,0
F,Germany,Sankt Augustin,36.0,Underworks;Sanctuary;HUE,Women;Women;Women,Intimates;Shorts;Plus,0
F,United States,Vinings,64.0,Anna-Kaci;Three Seasons Maternity,Women;Women,Leggings;Maternity,0
F,Brasil,Limeira,23.0,Outdoor Research,Women,Accessories,0
F,United States,Mechanicsville,52.0,Calvin Klein;MANGO;SPY;Blue Q,Women;Women;Women;Women,Intimates;Leggings;Accessories;Plus,0
M,Australia,Melbourne,30.0,Kenneth Cole,Men,Pants,0
F,United States,Russellville,47.0,Romeo & Juliet Couture,Women,Sweaters,1
M,United States,Arden-Arcade,12.0,Canterbury of New Zealand,Men,Tops & Tees,0
F,China,Dongguan,21.0,FineBrandShop,Women,Fashion Hoodies & Sweatshirts,0
M,United States,Albuquerque,38.0,Knoles&Carter;Reef;Speedo,Men;Men;Men,Outerwear & Coats;Shorts;Swim,1
M,Germany,Nordenham,67.0,MANGO;Manzella;Perry Ellis;Fruit of the Loom,Men;Men;Men;Men,Sweaters;Accessories;Shorts;Socks,0
M,United Kingdom,Tiverton,60.0,Hurley;Jockey;Under Two Flags;French Connection,Men;Men;Men;Men,Fashion Hoodies & Sweatshirts;Underwear;Pants;Sweaters,1
M,Japan,Tokyo,18.0,The North Face;Nautica;Dickies;Spa & Resort,Men;Men;Men;Men,Accessories;Fashion Hoodies & Sweatshirts;Outerwear & Coats;Sleep & Lounge,0
F,Brasil,Picos,20.0,BridalPetticoat,Women,Intimates,0
M,United Kingdom,Overton,23.0,Nike,Men,Active,0
F,United States,Jacksonville,15.0,Bali;VIVILLI;Next Level;Crazyheads,Women;Women;Women;Women,Intimates;Intimates;Fashion Hoodies & Sweatshirts;Fashion Hoodies & Sweatshirts,0
M,United Kingdom,South Shields,65.0,Club Room,Men,Suits & Sport Coats,0
